,city,state
13218,New Burlington,Ohio
13219,Skiatook,Oklahoma
13220,Stratford,New Jersey
13221,Williston,North Dakota
13222,Okauchee Lake,Wisconsin
13223,Webb,New York
13224,Roseland,New Jersey
13225,Eureka,California
13226,Lakeview,Arkansas
13227,Fallon,Nevada
13228,West Side Highway,Washington
13229,Half Moon Bay,California
13230,Valeria,Iowa
13231,Tonto Village,Arizona
13232,Godfrey,Illinois
13233,Brooks,Georgia
13234,Bena,Minnesota
13235,Perezville,Texas
13236,St. Bonaventure,New York
13237,Conesus Lake,New York
13238,Elgin,Texas
13239,Cross Plains,Tennessee
13240,Indian Heights,Indiana
13241,Cornelius,Oregon
13242,Kossuth,Mississippi
13243,Lake Isabella,California
13244,Wantagh,New York
13245,Los Fresnos,Texas
13246,Bolingbrook,Illinois
13247,Keewatin,Minnesota
13248,Nessen City,Michigan
13249,Earle,Arkansas
13250,West Grove,Pennsylvania
13251,Emmons,Minnesota
13252,Plainville,Indiana
13253,Rock Hill,Missouri
13254,Roslyn,Washington
13255,Freedom,California
13256,Bolivar Peninsula,Texas
13257,Liberty Township,Ohio
13258,Ellendale,Minnesota
13259,Mendon,Utah
13260,Mountainhome,Pennsylvania
13261,Kingston,Ohio
13262,Union Vale,New York
13263,Anna,Ohio
13264,Milan,Tennessee
13265,Haines City,Florida
13266,Woodsboro,Maryland
13267,Agua Dulce,California
13268,Little Silver,New Jersey
13269,Durant,Mississippi
13270,Henderson,Nevada
13271,Crawford,Texas
13272,De Soto,Kansas
13273,Waxhaw,North Carolina
13274,Wallace,Florida
13275,Morocco,Indiana
13276,Deer Creek,Minnesota
13277,Mount Vernon,Washington
13278,Cannelburg,Indiana
13279,Taunton,Minnesota
13280,Arco,Idaho
13281,Parkwood,Washington
13282,Luckey,Ohio
13283,Woodburn,Virginia
13284,Underwood,Iowa
13285,Lambertville,Michigan
13286,Carrollton,Ohio
13287,East McKeesport,Pennsylvania
13288,Red Lion,Pennsylvania
13289,West Bloomfield,New York
13290,Nampa,Idaho
13291,Sweet Springs,Missouri
13292,El Reno,Oklahoma
13293,Tipton,California
13294,Lincoln Village,Ohio
13295,Lanett,Alabama
13296,Bremen,Ohio
13297,Adams,Tennessee
13298,Minnehaha,Washington
13299,Franklin,Wisconsin
13300,West Decatur,Pennsylvania
13301,Ignacio,Colorado
13302,Lyndonville,New York
13303,Mortons Gap,Kentucky
13304,Millbrook,Alabama
13305,Westmoreland,Kansas
13306,Beacon Hill,Washington
13307,Hollywood,South Carolina
13308,Waldo,Ohio
13309,Bethalto,Illinois
13310,Oologah,Oklahoma
13311,Mulberry,North Carolina
13312,Auburn,Maine
13313,Long Point,Illinois
13314,Flowery Branch,Georgia
13315,Dumbarton,Virginia
13316,Silver Summit,Utah
13317,Hawk Point,Missouri
13318,Gilgo,New York
13319,Cotati,California
13320,Gassville,Arkansas
13321,Rickardsville,Iowa
13322,Crooked Lake Park,Florida
13323,Roselle Park,New Jersey
13324,Pearl Beach,Michigan
13325,Alden,New York
13326,Riner,Virginia
13327,Sterrett,Alabama
13328,West Carthage,New York
13329,Pine Hills,California
13330,West Pittsburg,Pennsylvania
13331,Wrightsville Beach,North Carolina
13332,Chewton,Pennsylvania
13333,Brown Station,Maryland
13334,Burneyville,Oklahoma
13335,Genoa,Ohio
13336,Claude,Texas
13337,Auxvasse,Missouri
13338,Clackamas,Oregon
13339,Vibbard,Missouri
13340,Brook Forest,Colorado
13341,Plains,Georgia
13342,Cedarville,Illinois
13343,Yoe,Pennsylvania
13344,The Hills,Texas
13345,New Boston,Illinois
13346,East Hampton,New York
13347,Oakville,Washington
13348,Bayou Blue,Louisiana
13349,Glen Mills,Massachusetts
13350,Covedale,Ohio
13351,Paragonah,Utah
13352,Pine Level,Alabama
13353,Sadsburyville,Pennsylvania
13354,Plum Grove,Texas
13355,Talent,Oregon
13356,Whitaker,Pennsylvania
13357,Carey,Idaho
13358,New Tripoli,Pennsylvania
13359,Palm City,Florida
13360,Concrete,Washington
13361,Vista Santa Rosa,California
13362,Avoca,New York
13363,Rutland,Illinois
13364,Shafter,California
13365,Braxton,Mississippi
13366,Jamestown,North Dakota
13367,Whitesburg,Georgia
13368,Gorham,Maine
13369,Green Valley,California
13370,Greens Fork,Indiana
13371,Oradell,New Jersey
13372,Inglis,Florida
13373,Cecilton,Maryland
13374,Rudy,Arkansas
13375,Brush Prairie,Washington
13376,Glacier,Washington
13377,Big Chimney,West Virginia
13378,Echo Hills,Colorado
13379,Scotland Neck,North Carolina
13380,Woodville,Ohio
13381,Chenequa,Wisconsin
13382,Austin,Minnesota
13383,Mount Sidney,Virginia
13384,Union Springs,New York
13385,Marlborough,New Hampshire
13386,Edwardsport,Indiana
13387,Monessen,Pennsylvania
13388,South Brooksville,Florida
13389,Gilbertsville,New York
13390,Maywood Park,Oregon
13391,Humboldt,South Dakota
13392,Sunset Bay,New York
13393,Saco,Maine
13394,Five Corners,Washington
13395,Springport,Indiana
13396,Salida,California
13397,Muenster,Texas
13398,Greencastle,Indiana
13399,Stormstown,Pennsylvania
13400,Pearlington,Mississippi
13401,Cambridge,Kansas
13402,Overbrook,Kansas
13403,East Alton,Illinois
13404,Balcones Heights,Texas
13405,Bingham Farms,Michigan
13406,Springville,New York
13407,Hayden,Alabama
13408,Palmer Town,Massachusetts
13409,Waterford,Connecticut
13410,Greenfield,Minnesota
13411,Ohio City,Ohio
13412,Glen,New York
13413,Mayville,New York
13414,Chalmette,Louisiana
13415,Sunrise,Florida
13416,Mineral Point,Wisconsin
13417,Beloit,Wisconsin
13418,Deenwood,Georgia
13419,Eagle,Idaho
13420,Bethel Acres,Oklahoma
13421,Rose Valley,Pennsylvania
13422,Long Beach,New York
13423,Portage,Wisconsin
13424,Mount Wolf,Pennsylvania
13425,Draper,Utah
13426,Pleak,Texas
13427,Black Point-Green Point,California
13428,Allendale,California
13429,East Los Angeles,California
13430,Lemay,Missouri
13431,South Dayton,New York
13432,Spokane,Louisiana
13433,Lakeside,Florida
13434,Roselle,Illinois
13435,Overlea,Maryland
13436,Dupo,Illinois
13437,Dallas City,Illinois
13438,Caroga Lake,New York
13439,St. Nazianz,Wisconsin
13440,Weston,Connecticut
13441,DuBois,Pennsylvania
13442,Elwood,Nebraska
13443,Wind Lake,Wisconsin
13444,Rock Falls,Illinois
13445,Steiner Ranch,Texas
13446,Islandia,New York
13447,Malvern,Iowa
13448,Casas Adobes,New Mexico
13449,Saks,Alabama
13450,Cape Neddick,Maine
13451,Henry Fork,Virginia
13452,Stone Park,Illinois
13453,Shutesbury,Massachusetts
13454,Spencer,Iowa
13455,Hatfield,Pennsylvania
13456,West Vero Corridor,Florida
13457,Doolittle,Missouri
13458,Tidioute,Pennsylvania
13459,Hubbardston,Michigan
13460,Spring Lake,North Carolina
13461,Madison Heights,Virginia
13462,Bourneville,Ohio
13463,Byram,Mississippi
13464,Eldorado,Pennsylvania
13465,Bloomingville,Ohio
13466,Wabaunsee,Kansas
13467,Raymond,Iowa
13468,Greenbrier,Tennessee
13469,Oktaha,Oklahoma
13470,Chimney Rock Village,North Carolina
13471,Greensburg,Maryland
13472,Glocester,Rhode Island
13473,Random Lake,Wisconsin
13474,New Berlin,Texas
13475,West Point,Indiana
13476,Bethlehem,Georgia
13477,Rapid Valley,South Dakota
13478,Wellford,South Carolina
13479,St. George Island,Maryland
13480,Hazel Park,Michigan
13481,Sodus Point,New York
13482,Hazelton,Idaho
13483,Gladewater,Texas
13484,Clark,Pennsylvania
13485,Paint,Pennsylvania
13486,Hillview,Kentucky
13487,Cedar City,Utah
13488,Carolina,Rhode Island
13489,Cream Ridge,New Jersey
13490,Griffin,Georgia
13491,Springfield,Michigan
13492,Pleasantville,Pennsylvania
13493,Hanson,Kentucky
13494,Todd Creek,Colorado
13495,Lake Winnebago,Missouri
13496,Gypsy,West Virginia
13497,Schiller Park,Illinois
13498,Warsaw,Minnesota
13499,Lakemoor,Illinois
13500,Kings Grant,North Carolina
13501,Niagara,Wisconsin
13502,Breaux Bridge,Louisiana
13503,Dobson,North Carolina
13504,Reiffton,Pennsylvania
13505,Sausalito,California
13506,Sulphur Springs,Arkansas
13507,Monroeville,Pennsylvania
13508,Silver Hill,Maryland
13509,Mendota,California
13510,Houma,Louisiana
13511,Cookson,Oklahoma
13512,Graceton,Pennsylvania
13513,Forest Lake,Illinois
13514,Byron,Minnesota
13515,Benton,Missouri
13516,Lewiston,New York
13517,Coldwater,Michigan
13518,Arcadia,Oklahoma
13519,Sheffield Lake,Ohio
13520,Shawsville,Virginia
13521,Telford,Tennessee
13522,Lamar,Texas
13523,Annapolis Neck,Maryland
13524,Campion,Colorado
13525,Tioga,Texas
13526,Oak Forest,Illinois
13527,Claycomo,Missouri
13528,Livingston,California
13529,Brodheadsville,Pennsylvania
13530,Hennepin,Illinois
13531,McAlester,Oklahoma
13532,Valley Center,Kansas
13533,Choudrant,Louisiana
13534,Grovetown,Georgia
13535,Fallston,Pennsylvania
13536,Greenwood,Nebraska
13537,Hanford,California
13538,Mount Olive,Illinois
13539,Baldwin,Louisiana
13540,Skaneateles,New York
13541,Revloc,Pennsylvania
13542,Somerset,Kentucky
13543,Lackawanna,New York
13544,Fairport,New York
13545,Mantua,Ohio
13546,Woodland,Utah
13547,Lancaster,California
13548,Barbourville,Kentucky
13549,Traskwood,Arkansas
13550,Greenville,Rhode Island
13551,DuPont,Washington
13552,Magalia,California
13553,Wright,New York
13554,Loch Lloyd,Missouri
13555,Jackson Center,Pennsylvania
13556,Westwood Lakes,Florida
13557,Village of Grosse Pointe Shores,Michigan
13558,Grosse Pointe Woods,Michigan
13559,Hudson,Illinois
13560,Charleston,Utah
13561,Lake Morton-Berrydale,Washington
13562,Penryn,Pennsylvania
13563,Norris,Tennessee
13564,Seneca,Pennsylvania
13565,Freeland,Michigan
13566,Wheeling,West Virginia
13567,Centerville,South Carolina
13568,Strathmere,New Jersey
13569,Deerpark,New York
13570,Edgewood,Washington
13571,Fowlerville,New York
13572,Sherwood,Arkansas
13573,Helena West Side,Montana
13574,Winfield,Texas
13575,Casa de Oro-Mount Helix,California
13576,Rosewood Heights,Illinois
13577,Laguna Woods,California
13578,Powder Springs,Georgia
13579,Rocky Mount,Virginia
13580,Renaissance at Monroe,New Jersey
13581,Calumet,Michigan
13582,Savannah,New York
13583,Sandy Ridge,Pennsylvania
13584,Silver Creek,Missouri
13585,Jermyn,Pennsylvania
13586,York,South Carolina
13587,Amboy,Washington
13588,Watson,Louisiana
13589,Spaulding,California
13590,Bridgeport,West Virginia
13591,Winder,Georgia
13592,Rainbow Park,Florida
13593,Cottonwood,Minnesota
13594,Moodys,Oklahoma
13595,Carlton,Montana
13596,Milford Square,Pennsylvania
13597,Southeast Arcadia,Florida
13598,La Cygne,Kansas
13599,Kingston,Tennessee
13600,Notus,Idaho
13601,Juliustown,New Jersey
13602,La Verkin,Utah
13603,Breckenridge,Minnesota
13604,Ruston,Washington
13605,Midway,Kentucky
13606,Nelsonville,Ohio
13607,Bunn,North Carolina
13608,Otsego,Michigan
13609,Sea Cliff,New York
13610,West Norriton,Pennsylvania
13611,Davenport,Florida
13612,Level Plains,Alabama
13613,San Diego,Texas
13614,Valatie,New York
13615,Brighton,Illinois
13616,Retreat,Texas
13617,Spencer,North Carolina
13618,Leavittsburg,Ohio
13619,Ridgeville,South Carolina
13620,Index,Washington
13621,Greenbriar,Florida
13622,Running Y Ranch,Oregon
13623,Sherrard,Illinois
13624,Wyboo,South Carolina
13625,Hillcrest,Illinois
13626,Edwards,Mississippi
13627,Elephant Head,Arizona
13628,Tylersville,Pennsylvania
13629,Joanna,South Carolina
13630,Sharon,Pennsylvania
13631,Howard,Wisconsin
13632,Crescent Beach,Florida
13633,Stephenville,Texas
13634,Goshen,Arkansas
13635,Maurice,Louisiana
13636,Cypress Lake,Florida
13637,Boone,North Carolina
13638,Junction City,Kansas
13639,Royal,Iowa
13640,Sibley,Missouri
13641,Loch Arbour,New Jersey
13642,New Brighton,Pennsylvania
13643,Crab Orchard,Illinois
13644,Lindsay,California
13645,Glenwood Springs,Colorado
13646,Monroe Center,Illinois
13647,Providence,Texas
13648,Hilldale,Pennsylvania
13649,Somonauk,Illinois
13650,Stamping Ground,Kentucky
13651,Hartford (Croton),Ohio
13652,Coward,South Carolina
13653,Damiansville,Illinois
13654,Flora,Mississippi
13655,Bethel Island,California
13656,Point Pleasant Beach,New Jersey
13657,Burns,Tennessee
13658,Boxborough,Massachusetts
13659,White River Junction,Vermont
13660,Oquawka,Illinois
13661,South Lockport,New York
13662,Valparaiso,Florida
13663,Brighton,Utah
13664,Dillon Beach,California
13665,Wallis,Texas
13666,Rosser,Texas
13667,Kenton Vale,Kentucky
13668,Lost Nation,Iowa
13669,South Nyack,New York
13670,Spinnerstown,Pennsylvania
13671,Metamora,Indiana
13672,Valle Crucis,North Carolina
13673,Fords,New Jersey
13674,Eagle Pass,Texas
13675,Mifflinburg,Pennsylvania
13676,Salisbury,Pennsylvania
13677,Butterfield Park,New Mexico
13678,Valley View,Pennsylvania
13679,Spring Valley,Illinois
13680,Sanford,Maine
13681,Brent,Oklahoma
13682,Sauk City,Wisconsin
13683,Loma Linda East,Texas
13684,Colon,Michigan
13685,Chesterland,Ohio
13686,East Oakdale,California
13687,Wausaukee,Wisconsin
13688,Lincoln Park,Texas
13689,Sempronius,New York
13690,Altmar,New York
13691,Camp Hill,Alabama
13692,Sheridan,Colorado
13693,Edgerton,Wyoming
13694,Underwood-Petersville,Alabama
13695,River Road,North Carolina
13696,Millersville,Pennsylvania
13697,Leonardtown,Maryland
13698,Camino Tassajara,California
13699,McDade,Texas
13700,Washington,North Carolina
13701,Hayden,Indiana
13702,Jenks,Oklahoma
13703,Concordia,Missouri
13704,Belle Plaine,Kansas
13705,Milton,Georgia
13706,New Hamburg,New York
13707,Braddock Hills,Pennsylvania
13708,Spaulding,Illinois
13709,Stratford,New York
13710,Donovan Estates,Arizona
13711,South Patrick Shores,Florida
13712,Guerneville,California
13713,Tunnel Hill,Georgia
13714,Jasper,Arkansas
13715,Mogul,Nevada
13716,Roanoke,Illinois
13717,Gage,Oklahoma
13718,Pettisville,Ohio
13719,Lake Michigan Beach,Michigan
13720,Hansville,Washington
13721,Damascus,Virginia
13722,North Smithfield,Rhode Island
13723,Dade City North,Florida
13724,Argo,Iowa
13725,Rockbridge,Ohio
13726,D'Lo,Mississippi
13727,Gallant,Alabama
13728,Lemmon Valley,Nevada
13729,Battle Creek,Nebraska
13730,Security-Widefield,Colorado
13731,Talmage,California
13732,Reynolds Heights,Pennsylvania
13733,Jonesville,South Carolina
13734,Granite Hills,California
13735,Deer Park,Ohio
13736,Yulee,Florida
13737,Mansfield,Washington
13738,McLean,Texas
13739,Pymatuning North,Pennsylvania
13740,Plainview,New York
13741,Northampton,New York
13742,Black Diamond,Washington
13743,Clifton,South Carolina
13744,McNair,Virginia
13745,South Roxana,Illinois
13746,Elba,New York
13747,Boonton,New Jersey
13748,Hinkley,California
13749,Demarest,New Jersey
13750,Sardinia,Ohio
13751,Elkmont,Alabama
13752,Huntington,Vermont
13753,Durham,New Hampshire
13754,Castleton-on-Hudson,New York
13755,Kellyville,Oklahoma
13756,Bridgeport,New York
13757,Baywood Park,California
13758,Covington,Ohio
13759,Kalkaska,Michigan
13760,Ouray,Colorado
13761,Mamanasco Lake,Connecticut
13762,Rader Creek,Montana
13763,Magnolia,Delaware
13764,Mishawaka,Indiana
13765,Raymond,Minnesota
13766,White Deer,Texas
13767,Flushing,Michigan
13768,Seneca,New York
13769,Bushnell,Florida
13770,Deary,Idaho
13771,Hodges,South Carolina
13772,Courtdale,Pennsylvania
13773,Iron Mountain Lake,Missouri
13774,Gifford,Florida
13775,Dickson,Oklahoma
13776,Panorama Park,Iowa
13777,Centralia,Missouri
13778,Harrodsburg,Indiana
13779,Thompsonville,Michigan
13780,Dover,Florida
13781,Andover,Illinois
13782,Stockton,New Jersey
13783,Big Stone Gap,Virginia
13784,Ranshaw,Pennsylvania
13785,Edgewood,Illinois
13786,Santa Clara,Utah
13787,Euharlee,Georgia
13788,South Deerfield,Massachusetts
13789,Dakota City,Nebraska
13790,Shepherdsville,Kentucky
13791,Everglades,Florida
13792,Paddock Lake,Wisconsin
13793,Government Camp,Oregon
13794,Yalaha,Florida
13795,San Joaquin Hills,California
13796,Romney,Indiana
13797,Kamas,Utah
13798,Sewanee,Tennessee
13799,Millers Falls,Massachusetts
13800,Martell,Nebraska
13801,Santa Clara,Texas
13802,Brookhaven,West Virginia
13803,Brownfields,Louisiana
13804,Freedom Plains,New York
13805,Winding Cypress,Florida
13806,Morrisonville,Illinois
13807,Lily Lake,Wisconsin
13808,Frenchburg,Kentucky
13809,Marshall,Missouri
13810,Marion,Texas
13811,White House,Tennessee
13812,Empire,California
13813,Nederland,Texas
13814,Vinton,Virginia
13815,Laurys Station,Pennsylvania
13816,Pullman,Washington
13817,Crosswicks,New Jersey
13818,Jefferson,West Virginia
13819,Los Altos Hills,California
13820,Toftrees,Pennsylvania
13821,Geneva,New York
13822,Promised Land,South Carolina
13823,Pauma Valley,California
13824,Balm,Florida
13825,Lawrence,Pennsylvania
13826,North Amityville,New York
13827,Wallula,Washington
13828,New Trenton,Indiana
13829,Roscoe,Pennsylvania
13830,McKee,Pennsylvania
13831,Mooresville,Indiana
13832,Summerdale,Alabama
13833,Butteville,Oregon
13834,Shueyville,Iowa
13835,Stagecoach,Nevada
13836,Coeur d'Alene,Idaho
13837,Mediapolis,Iowa
13838,White Plains,Alabama
13839,Jasper,Indiana
13840,Saugatuck,Michigan
13841,Hide-A-Way Lake,Mississippi
13842,Boron,California
13843,Clayton,Louisiana
13844,Puzzletown,Pennsylvania
13845,Hagerstown,Indiana
13846,Edwardsville,Pennsylvania
13847,Adamstown,Maryland
13848,Damascus,Ohio
13849,Snowmass Village,Colorado
13850,Blytheville,Arkansas
13851,Gill,Massachusetts
13852,Island Park,New York
13853,Hawk Cove,Texas
13854,Pleasant View,Utah
13855,Kaplan,Louisiana
13856,Morongo Valley,California
13857,Rushville,New York
13858,Fresno,Texas
13859,Jefferson,Louisiana
13860,Elysburg,Pennsylvania
13861,Montesano,Washington
13862,Gillette,New Jersey
13863,Sunbrook,Pennsylvania
13864,Springhill,Florida
13865,Oakville,California
13866,Urbana,New York
13867,Neilton,Washington
13868,Marquette,Michigan
13869,Tinicum Township,Pennsylvania
13870,Rockville,South Carolina
13871,Menominee,Michigan
13872,Arona,Pennsylvania
13873,Rives,Tennessee
13874,Maquon,Illinois
13875,Popponesset,Massachusetts
13876,Lake Mathews,California
13877,Carterville,Illinois
13878,Nisswa,Minnesota
13879,Navarro,Texas
13880,Warrenton,Oregon
13881,West Mountain,Connecticut
13882,Palm Shores,Florida
13883,Bethel,Pennsylvania
13884,Seymour,Wisconsin
13885,Elmira,California
13886,Flanagan,Illinois
13887,Kerens,Texas
13888,Gresham,Oregon
13889,Laurelton,Pennsylvania
13890,Speers,Pennsylvania
13891,Tarentum,Pennsylvania
13892,Mentone,Alabama
13893,Solon,New York
13894,Bowdoinham,Maine
13895,Sumner,Iowa
13896,Hypoluxo,Florida
13897,Beulah Valley,Colorado
13898,Durham,Connecticut
13899,Des Moines,Washington
13900,Dickerson City,Florida
13901,Hayden,Colorado
13902,Jamul,California
13903,Tifton,Georgia
13904,La France,South Carolina
13905,Copalis Beach,Washington
13906,Port Vincent,Louisiana
13907,Turner,Oregon
13908,Morrill,Nebraska
13909,Taylor,Mississippi
13910,Madison,Alabama
13911,Conesville,Ohio
13912,Goshen,California
13913,Hoisington,Kansas
13914,Follansbee,West Virginia
13915,Alvarado,Texas
13916,Oliver,Pennsylvania
13917,Big Bay,Michigan
13918,Bass Lake,Ohio
13919,Centertown,Missouri
13920,Peoria,Illinois
13921,Apollo,Pennsylvania
13922,Strausstown,Pennsylvania
13923,Eldorado,Maryland
13924,Seven Lakes,North Carolina
13925,Canterwood,Washington
13926,Tranquillity,California
13927,Pecan Grove,Texas
13928,Worthington,Massachusetts
13929,Pinehurst,Massachusetts
13930,Tulalip Bay,Washington
13931,Elgin,Oklahoma
13932,Hayward,California
13933,Pompey,New York
13934,D'Iberville,Mississippi
13935,Shanksville,Pennsylvania
13936,Davis,South Dakota
13937,Anoka,Minnesota
13938,Marissa,Illinois
13939,Harvey,Illinois
13940,Windsor,Colorado
13941,Worden,Illinois
13942,New London,Ohio
13943,Gatesville,North Carolina
13944,Old Brownsboro Place,Kentucky
13945,Lake Victoria,Michigan
13946,Northport,Michigan
13947,Osceola,Indiana
13948,Manhattan,New York
13949,Hill City,South Dakota
13950,Fall Branch,Tennessee
13951,Athens,Wisconsin
13952,Laurelville,Ohio
13953,Pine Bluffs,Wyoming
13954,Lamont,California
13955,Norwood,New York
13956,Wyndmoor,Pennsylvania
13957,Boonsboro,Maryland
13958,Senoia,Georgia
13959,Logan,Iowa
13960,Appomattox,Virginia
13961,Cape May Court House,New Jersey
13962,Kendrick,Idaho
13963,Cato,New York
13964,Keshena,Wisconsin
13965,Devens,Massachusetts
13966,Tira,Texas
13967,Cambridge,Maryland
13968,Ridgefield,New Jersey
13969,Herald,California
